comment,label,rate,Unnamed: 3,comment_clean
"Shop phục vụ rất tốt, đã nhận được thẻ và nạp ok ạ.",POS,5,,shop phục_vụ rất tốt đã nhận được thẻ và nạp ok ạ
Váy dài quá.,NEG,2,,váy dài quá
Còn thua đồ second hand.,NEG,2,,còn thua đồ second hand
Rất vừa ý.,POS,5,,rất vừa ý
Vải ko đáng giá tiền.,NEG,1,,vải ko đáng_giá tiền
Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,rất đáng tiền thời_gian giao hàng rất nhanh chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn
Đẹp hợp 5* k nói nhiều.,POS,5,,đẹp hợp 5 k nói nhiều
"Chưa xài nên ko biết chất lượng ,sản phẩm giống hình.",POS,5,,chưa xài nên ko biết chất_lượng sản_phẩm giống hinh
"Trà mùi vị dễ chịu, ko gây nôn như những loại khác m đã từng dùng. uống đc 5 ngày ko cân nhưng thấy ng nhẹ đi nên lên đánh giá cho shop.",POS,4,,trà mùi_vị dễ_chịu ko gây nôn như những loại khác m đã từng dùng uống đc 5 ngày ko cân nhưng thấy ng nhẹ đi nên lên đánh_giá cho shop
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.shop tư vấn nhiệt tình.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắnshop tư_vấn nhiệt_tình
"Chất lượng sản phẩm ổn, hơi thất vọng vì túi bên là túi giả...",NEU,3,,chất_lượng sản_phẩm ổn_hơi thất_vọng vì túi bên là túi giả
"Áo chất max đẹp 😘 màu chuẩn, dễ phối đồ 💋💋 Chất lượng sản phẩm tuyệt vời.",POS,5,,áo chất max đẹp màu chuẩn dễ_phối đồ chất_lượng sản_phẩm tuyệt_vời
Shop phục vụ tốt mua k bik bao nhiêu lần.,POS,5,,shop phục_vụ tốt mua k bik bao_nhiêu lần
"Dày dặn, đẹp.",POS,5,,dày dặn đẹp
Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt.,POS,5,,thời_gian giao hàng rất nhanh rất đáng tiền shop phục_vụ rất tốt
Hơi nhiều ninon.,NEU,3,,hơi nhiều ninon
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn rất thích sản phẩm của shop.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn rât thich san phâm cua shop
Rất đáng tiền.,POS,5,,rất đáng tiền
Rất đáng tiền 😍.,POS,5,,rất đáng tiền
"Đóng gói kỹ, giao hàng nhanh.",POS,5,,đóng_gói kỹ giao hàng nhanh
"Shop nhiệt tình lắm ý, c chủ shop đang yêu nữa .",POS,5,,shop nhiệt_tình lắm_ý c chủ_shop đang yêu nữa
Bạn nào muốn mua nên xem lại cách trừ hao size nhé vì áo rất nhỏ.,NEU,3,,bạn nào muốn mua nên xem_lại cách trừ hao_size nhé vì áo rất nhỏ
"Chất cotton nhẹ, dễ mix đồ vì nó không dày quá.",POS,5,,chất cotton nhẹ dễ mix_đồ vì nó không dày quá
Ko bị vỡ như các bình luận trên nói.,POS,5,,ko bị vỡ như các bình_luận trên nói
Shop phục vụ rất tốt.,POS,5,,shop phục_vụ rất tốt
Ko ưng hay ko vừa sz shop cho đổi sang sz khác.,NEG,2,,ko ưng hay ko vừa sz_shop cho đổi sang sz khác
Chất lượng sản phẩm tuyệt vời.,POS,4,,chất_lượng sản_phẩm tuyệt_vời
Chất lượng sản phẩm tạm được Đóng gói sản phẩm tạm được Giá cả chấp nhận được Thời gian giao hàng rất nhanh.,POS,5,,chất_lượng sản_phẩm tạm được đóng_gói sản_phẩm tạm được giá_cả chấp_nhận được thời_gian giao hàng rất nhanh
"Áo đẹp,vải ok, giao hàng nhanh.",POS,4,,ao đepvai ok giao hang nhanh
Giao hàng nhanh.,POS,5,,giao hàng nhanh
Hàng đẹp như hình các nàng mua cứ yên tâm nhé.,POS,5,,hàng đẹp như hình các nàng mua cứ yên_tâm nhé
"Tuyệt, tất cả đều giống như lời shop giới thiệu sản phẩm, mình đã đặt thêm 6 cái nữa.",POS,5,,tuyệt tất_cả đều giống như lời shop giới_thiệu sản_phẩm mình đã đặt thêm 6 cái nữa
"Áo siêu đẹp, mỗi tội luồn dây hơi khó, dây buộc thành nơ thì cũng ngắn quá.",POS,4,,áo siêu_đẹp mỗi tội luồn dây hơi khó dây buộc thành nơ thì cũng ngắn quá
M đã quá chán đổi trả.,NEG,1,,m đã quá chán_đổi trả
Gửi sai hàng thiếu hàng nói đổi hàng thì bắt trả ship:)).,NEU,3,,gửi sai hàng thiếu hàng nói đổi hàng thì bắt trả ship
B.,NEU,3,,b
Rất giống hình.,POS,5,,rất giống hình
"quần đẹp, màu ưng ý, đóng gói cẩn thận. rất vừa lòng.",POS,5,,quần đẹp màu ưng_ý đóng_gói cẩn_thận rất vừa_lòng
Dày ko y hình vì nếu y hình thì chữ nike phải may bằng kim tuyến mình check mã thì ko có mặt hàng này dù rất buồn nhưng cx đã nhận hàng rồi và ko biết phải làm sao😑😑.,NEG,2,,dày ko y_hình vì nếu y_hình thì chữ nike phải may bằng kim tuyến mình check_mã thì ko có mặt_hàng này dù rất buồn nhưng cx đã nhận hàng rồi và ko biết phải làm_sao
Mặt trong ko đc trần như màu nâu.,NEG,1,,mặt trong ko đc_trần như màu nâu
"Mũ rất xinh ý, len mềm co giãn tốt, đội xinh cực.",POS,5,,mũ rất xinh_ý len_mềm co_giãn tốt đội xinh_cực
Quần hệt như hình.,NEU,3,,quần_hệt như hình
sp cũng tạm dc.,NEU,3,,sp cũng tạm dc
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Thời gian giao hàng nhanh chỉ tiếc dây xanh gắn dây kéo bị ra màu nên e phải cắt bỏ nhưng sản phẩn khá ổn hợp với giá tiền.,POS,5,,chất_lượng sản_phẩm tốt đóng_gói sản_phẩm chắc_chắn thời_gian giao hàng nhanh chỉ tiếc dây xanh gắn dây kéo bị ra màu nên e phải cắt bỏ nhưng sản_phẩn khá ổn_hợp với giá tiền
Sản phẩm ăn ngon.,POS,4,,sản_phẩm ăn ngon
Chất lượng sản phẩm tuyệt vời size giày hơn lớn.,POS,5,,chất_lượng sản_phẩm tuyệt_vời size giày hơn lớn
Giao hàng nhanh nhưng sản phẩm hơi khác mẫu trong hình.,NEU,3,,giao hàng nhanh nhưng sản_phẩm hơi khác mẫu trong hình
"Đẹp hơn sự tưởng tượng, rẻ tiền ma vải lại siêu dày luôn , mọi người ghé ủng hộ shop đi nào.",POS,4,,đẹp hơn sự tưởng_tượng rẻ_tiền ma vải lại siêu_dày luôn mọi người ghé ủng_hộ shop đi nào
Mà giao hàng lâu quá lâu.,NEG,2,,mà giao hàng lâu quá lâu
Rất khó chịu với cách lv của shop.,NEG,1,,rất khó_chịu với cách lv của shop
Mình đã nhận hàng Thời gian giao hàng rất nhanh Để mình uống và cảm nhận.,POS,5,,mình đã nhận hàng thời_gian giao hàng rất nhanh để mình uống và cảm_nhận
"Hóa đơn thì ghi đủ số tiền mình đặt hàng, giao thì thiếu.",NEG,2,,hóa đơn thì ghi đủ số tiền mình đặt_hàng giao thì thiếu
Rất đáng tiền khuyên m. n nên mua em nó.😘.,POS,5,,rất đáng tiền khuyên m n nên mua em nó
Khá tốt có hướng dẫn tiếng việt càng tốt.,POS,4,,khá tốt có hướng_dẫn tiếng việt càng tốt
Nhận váy mà thất vọng.,NEG,1,,nhận váy mà thất_vọng
Hàng giao tốc độ thần sầu *______* 2 ngày đã tới tay.,POS,4,,hàng giao tốc_độ thần sầu_______ 2 ngày đã tới tay
Chất lượng sản phẩm tạm được.,NEU,3,,chất_lượng sản_phẩm tạm được
Không biết người giao hàng làm gì mà hộp méo mọ luôn.,NEG,1,,không biết người giao hàng làm gì mà hộp méo_mọ luôn
Sp tối vải đẹp shop phuc vụ tốt .,POS,4,,sp tối vải đẹp shop phuc vụ tốt
May đây là kiểu hoạ tiết mình thích nên đã vớt vát được chút.,NEG,2,,may đây là kiểu họa_tiết mình thích nên đã vớt_vát được chút
Vải rất mềm và mịn.,POS,5,,vải rất mềm và mịn
"Điểm trừ duy nhất là áo adidas mà tem áo lả mango, nhưng không ảnh hưởng gì hết.",POS,4,,điểm trừ duy_nhất là áo_adidas mà tem áo_lả mango nhưng không ảnh_hưởng gì hết
"Túi zip bạc, có gói chống ẩm, thêm cái muỗng nữa, thèmmmmmmm...có ai ngờ đó là cám, là cám nghen.",NEU,3,,túi zip_bạc có gói chống ẩm thêm cái muỗng nữa thèmmmmmmmcó ai_ngờ đó là cám là cám nghen
"Áo đẹp, nhưng chất vải thì chỉ tạm đc thoii.",POS,4,,áo đẹp nhưng chất vải thì chỉ tạm đc thoii
Nhìn yêu vãi!,POS,5,,nhìn yêu vãi
Chất lượng sản phẩm tuyệt vời nhưng bị lộn size rồi.,POS,4,,chất_lượng sản_phẩm tuyệt_vời nhưng bị lộn size rồi
Rất đáng tiền .Thời gian giao hàng rất nhanh.,POS,5,,rất đáng tiền thời_gian giao hàng rất nhanh
"Giao hàng rất ân cần, vui vẻ.",POS,5,,giao hàng rất ân_cần vui_vẻ
Nhưng thời gian giao hàng lâu.,NEG,1,,nhưng thời_gian giao hàng lâu
Giao ko đúng màu đúng mẫu.,NEG,2,,giao ko đúng màu đúng mẫu
Nói tóm lại sẽ ủng hộ shop dài dài😘😘😘😘.,POS,5,,nói tóm_lại sẽ ủng_hộ shop dài dài
Như củ.,NEG,2,,như củ
"Hàng oke, chất áo đẹp, chủ shop tư vấn nhiệt tình.",POS,5,,hàng oke_chất áo đẹp chủ_shop tư_vấn nhiệt_tình
Hơi thất vọng là màu k đc tươi như trong hình.,NEU,3,,hơi thất_vọng là màu k đc tươi như trong hình
"rất ok, ngon bổ rẻ.",POS,5,,rất ok ngon_bổ rẻ
"Trời ơi, rẻ mà đẹp dã man .",POS,5,,trời ơi rẻ mà đẹp dã_man
Màu đẹp vải ok nói chung chịu.,POS,4,,màu đẹp vải ok nói_chung chịu
Chất lên xù .,NEG,2,,chất lên xù
Sp ngắn so với size nên không mặc vừa.,NEG,2,,sp ngắn so với size nên không mặc vừa
Đường may lỗi nhiều!,NEG,1,,đường may lỗi nhiều
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm tạm được Shop phục vụ rất tốt Thời gian giao hàng nhanh.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm tạm được shop phục_vụ rất tốt thời_gian giao hàng nhanh
tốt.,POS,4,,tốt
"Sp sale đẹp, chất lượng.",POS,4,,sp sale đẹp chất_lượng
Quần lót free size mà sao mặc thấy hơi rộng.hk dc ôm lắm.,NEG,1,,quần_lót free size mà sao mặc thấy hơi rộnghk dc ôm lắm
Áo rất đẹp <3.,POS,5,,áo rất đẹp 3
Chất lượng sản phẩm tuyệt vời Shop phục vụ khá tốt Đáng đồng tiền Thời gian giao hàng nhanh.,POS,5,,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ khá tốt đáng đồng_tiền thời_gian giao hàng nhanh
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
Shop tư vấn nhiệt tình. 5🌟✅.,POS,5,,shop tư_vấn nhiệt_tình 5
Sản phẩm mua 3 chỉ có 1 cái là đẹp,NEG,2,,sản_phẩm mua 3 chỉ có 1 cái là đẹp
đẹp lắm luôn ạ.,POS,5,,đẹp lắm luôn ạ
"Hàng đẹp nha, mình mua màu đỏ, chât liệu k fai voan lụa , nó là voan thô nên sẽ k nhăn.",POS,5,,hàng đẹp nha mình mua màu đỏ chât_liệu k fai voan lụa nó là voan thô nên sẽ k nhăn
"Cạp trên bị lệch, đường nay bên trong không đẹp.",NEG,2,,cạp trên bị lệch đường nay bên trong không đẹp
"Gói hàng cẩn thận, mèo nhà mình mới đổi sang loại này rất thích.",POS,5,,gói hàng cẩn_thận mèo nhà mình mới đổi sang loại này rất thích
"- Giặt tay lần đầu k bị ra màu (quần màu đen) nhưng các màu khác mình khuyên các bạn nên giặt tay lần đầu mặc,để trách bị lem màu nếu các bạn dùng máy giặt.",NEU,3,,giặt tay lần đầu k bị ra màu quần màu đen nhưng các màu khác mình khuyên các bạn nên giặt_tay lần đầu mặcđể_trách bị lem màu nếu các bạn dùng máy giặt
"Đóng gói sản phẩm rất đẹp và chắc chắn, hợp giá tiền.",POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn hợp giá tiền
Mua theo cân nặng nên về không thể mặc đc.,NEG,2,,mua theo cân nặng nên về không_thể mặc đc
Chất lượng sản phẩm tuyệt vời Rất đáng tiền.,POS,5,,chất_lượng sản_phẩm tuyệt_vời rất đáng tiền
Mình đã trừ hao số đo rồi mà vẫn mặc k vừa.,NEU,3,,mình đã trừ_hao số đo rồi mà vẫn mặc_k vừa
Sản phẩm cũng ok.,POS,4,,sản_phẩm cũng ok
"Bịch đóng gói k kĩ, bị hở nhiều chỗ nên chắc bánh k để dk lâu..",NEG,2,,bịch đóng_gói k kĩ bị hở nhiều chỗ nên chắc bánh_k để dk lâu
sao mih mua nua k dc z b.,NEG,2,,sao mih mua nua_k dc z b
Rất đáng tiền.,POS,5,,rất đáng tiền
"Tn tự động báo gquyet trong vòng 1 tuần, mà hnay đã hơn 1 tuần rồi.",NEG,2,,tn tự_động báo gquyet trong vòng 1 tuần mà hnay đã hơn 1 tuần rồi
Chất lượng sản phẩm tuyệt vời.,POS,4,,chất_lượng sản_phẩm tuyệt_vời
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh.,POS,5,,chất_lượng sản_phẩm tuyệt_vời rất đáng tiền thời_gian giao hàng rất nhanh
"Chất lượng sản phẩm tạm được Thời gian giao hàng chậm,.",POS,5,,chất_lượng sản_phẩm tạm được thời_gian giao hàng chậm
"Đóng gói ok, hàng nhận được đúng như đã đặt.",POS,5,,đóng_gói ok hàng nhận được đúng như đã đặt
Chất áo kém ... áo như li lông Rất không đáng tiền.,NEG,1,,chất áo kém áo như li_lông rất không đáng tiền
Vải đẹp nhưng size to quá :(((.,POS,4,,vải đẹp nhưng size to quá
"Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh, sản phẩm sài tạm ổn với giá tiền.nên mấy bạn đừng phản hồi nhiều,nói chung không gì rẻ mà tốt hết.sử dụng hợp với giá tiền là dc rồi.",NEU,3,,đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh sản_phẩm sài tạm ổn với giá tiềnnên mấy bạn đừng phản_hồi nhiềunói chung không gì rẻ mà tốt hếtsử_dụng hợp với giá tiền là dc rồi
Chất liệu vải k đẹp.,NEU,3,,chất_liệu vải k đẹp
Thời gian giao hàng rất nhanh.,POS,5,,thời_gian giao hàng rất nhanh
Tưởng nhỏ mà hóa ra k nhỏ tí nào.,POS,4,,tưởng nhỏ mà hóa ra k nhỏ tí nào
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt.,POS,5,,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh rất đáng tiền shop phục_vụ rất tốt
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tạm được Chất lượng sản phẩm tạm được.,POS,4,,đóng_gói sản_phẩm rất đẹp và chắc_chắn chất_lượng sản_phẩm tạm được chất_lượng sản_phẩm tạm được
"Túi rất đẹp, rất hài lòng, cho 5*++++++.",POS,5,,túi rất đẹp rất hài_lòng cho 5
"Được cái nhỏ gọn, ai cần âm thanh to thì nên mua con loa xiaomi hình chữ nhật, tuy cồng kềnh nhưng âm to, phê hơn.",POS,4,,được cái nhỏ gọn ai cần âm_thanh to thì nên mua con loa xiaomi hình_chữ_nhật tuy cồng_kềnh nhưng âm_to phê hơn
"Sáp khử mùi thì dán nhãn hời hợt, kiểu dáng cho có, nhìn cứ như hàng fake ấy.",NEG,2,,sáp khử mùi thì dán nhãn hời hợt kiểu_dáng cho có nhìn cứ như hàng fake ấy
Nói chùn là rất ưng ạ ❤️.,POS,5,,nói chùn là rất ưng ạ
Hang ko giong hinh.,NEG,1,,hang ko giong hinh
Cám ơn shop.,POS,4,,cám_ơn shop
Sẽ ủng hộ dài.,POS,4,,sẽ ủng_hộ dài
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh, chất vải thích, hàng giống ảnh, rất oki, đáng tiền.",POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh chất vải thích hàng giống ảnh rất oki đáng tiền
Nhất định sẽ quay lại!,POS,5,,nhất_định sẽ quay lại
Áo đẹp mà chất vải cũng ok.,POS,4,,áo đẹp mà chất vải cũng ok
gui ma rat nhanh.,POS,5,,gui ma rat nhanh
So với giá tiền thì ổn. 52kg mặc cái rộng cái vừa?!?!?!?!?,NEG,2,,so với giá tiền thì ổn 52 kg mặc cái rộng cái vừa
Shop phục vụ rất tốt nhưng hơi lâu.,POS,4,,shop phục_vụ rất tốt nhưng hơi lâu
Nhưng gửi sai size sản phẩm đẹp đóng gói ok.,NEG,2,,nhưng gửi sai size sản_phẩm đẹp đóng_gói ok
